3.439730000000000132e+01,2.329929999999999879e+01,1.423527999999999949e+01,1.141112000000000037e+01,1.591836999999999946e+01,1.470645999999999987e+01,5.915731999999999857e+01,4.445206999999999908e+00,2.171024999999999849e+01,5.703276000000000323e+01,0.000000000000000000e+00,2.222222000000000008e+01,2.341028719999999907e+02,9.416881100000000515e+02,8.699948000000000548e+02,9.650655999999999324e+01,2.535224200000000110e+02,1.238195500000000038e+03,1.384889849999999933e+04,5.504035200000000259e+03
1.736506999999999934e+01,2.932837999999999923e+01,8.234897000000000133e+00,9.314883999999999276e+00,1.363635999999999981e+01,1.608323999999999998e+01,5.950397000000000247e+01,5.267597999999999558e+00,2.044277999999999906e+01,6.462264000000000408e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.193168510000000140e+02,8.114175599999999804e+02,9.570166000000000395e+02,1.076843499999999949e+02,3.404060900000000061e+02,1.321066399999999931e+03,1.305022329999999965e+04,6.958846800000000258e+03
3.264323999999999870e+01,9.226385999999999754e+00,4.240630999999999773e+01,1.354372000000000043e+01,2.883436000000000021e+01,1.459558999999999962e+01,6.056992000000000331e+01,5.482922000000000295e+00,1.895419000000000054e+01,5.394191000000000003e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.208544959999999833e+02,1.746494879999999966e+03,8.840537000000000489e+02,1.039243500000000040e+02,2.957592900000000213e+02,1.022425200000000018e+03,2.549112320000000182e+04,5.605877700000000004e+03
1.190953000000000017e+01,1.388308999999999926e+01,3.796972999999999931e+00,1.144311000000000078e+01,1.111111000000000004e+01,1.438939000000000057e+01,5.833411000000000257e+01,4.165092999999999712e+00,2.163539000000000101e+01,4.906103000000000236e+01,0.000000000000000000e+00,7.142857000000000234e+00,1.598820949999999925e+02,6.481567099999999755e+02,8.393922999999999774e+02,9.011341000000000179e+01,2.043437500000000000e+02,1.061454500000000053e+03,9.326579700000000230e+03,4.421056800000000294e+03
3.688889000000000351e+01,1.218750000000000000e+01,7.687500000000000000e+01,7.604167000000000343e+00,4.358973999999999904e+01,1.390568000000000026e+01,6.315364000000000289e+01,4.324901999999999802e+00,1.877984000000000009e+01,5.238094999999999857e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.061449760000000424e+02,2.752850750000000062e+03,8.781942999999999984e+02,8.122096999999999412e+01,2.265424800000000118e+02,9.837059000000000424e+02,3.828026159999999800e+04,4.254431400000000394e+03
2.093149000000000015e+01,2.802351000000000170e+01,4.643220999999999599e+00,1.380816000000000088e+01,1.537848999999999933e+01,1.497755000000000081e+01,6.697055000000000291e+01,3.916103999999999807e+00,2.451914000000000016e+01,4.491577999999999804e+01,0.000000000000000000e+00,2.380952000000000179e+00,2.303321029999999894e+02,1.029905929999999898e+03,1.003054800000000000e+03,9.601949999999999363e+01,1.758948699999999974e+02,1.101296299999999974e+03,1.542546759999999995e+04,4.312790799999999763e+03
5.326897999999999911e+01,8.447858000000000089e+00,1.937482999999999933e+01,3.790532999999999930e+01,2.552552999999999983e+01,1.467829000000000050e+01,5.762194999999999823e+01,4.270902999999999672e+00,2.221277999999999864e+01,3.228916000000000253e+01,0.000000000000000000e+00,1.212120999999999960e+01,3.746711320000000001e+02,1.470830809999999929e+03,8.457916999999999916e+02,9.486862999999999602e+01,1.379038700000000119e+02,7.172319999999999709e+02,2.158928120000000126e+04,3.063228300000000218e+03
1.519008999999999965e+01,3.665780999999999956e+00,2.649680000000000035e+00,1.309206999999999965e+01,6.203007999999999633e+00,1.366197000000000017e+01,6.344740000000000180e+01,4.309733999999999732e+00,2.459026000000000067e+01,3.045267000000000124e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.474530900000000599e+01,3.935647299999999973e+02,8.668165000000000191e+02,1.059774799999999999e+02,1.312429099999999949e+02,7.488391000000000304e+02,5.376869499999999789e+03,3.227297199999999975e+03
2.821582000000000079e+01,1.043041999999999980e+01,6.786374000000000350e+00,3.233429999999999893e+01,1.346153999999999940e+01,1.641760000000000019e+01,5.784564000000000306e+01,4.527603000000000044e+00,2.174137999999999948e+01,2.264573999999999998e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.210061790000000030e+02,7.786914000000000442e+02,9.496865999999999985e+02,9.843634000000000128e+01,1.025309199999999947e+02,4.923496000000000095e+02,1.278424389999999948e+04,2.229163700000000063e+03
3.277897000000000105e+01,1.717830999999999975e+01,1.248493000000000031e+01,2.832329000000000008e+01,2.725988999999999862e+01,1.251863999999999955e+01,5.780140999999999707e+01,4.648916999999999966e+00,2.026010000000000133e+01,2.607098999999999833e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.412567490000000134e+02,1.575660080000000107e+03,7.235950000000000273e+02,9.418752000000000635e+01,1.212018699999999995e+02,5.282009000000000469e+02,1.972512129999999888e+04,2.455561999999999898e+03
5.997292999999999807e+01,1.751736000000000004e+01,5.094093000000000160e+01,2.310134000000000043e+01,5.234344000000000108e+01,1.693282999999999916e+01,5.743444000000000216e+01,4.693069000000000379e+00,2.131488999999999834e+01,1.953216000000000108e+01,3.296702999999999939e+00,1.318680999999999948e+01,8.863225710000000390e+02,3.006316159999999854e+03,9.725276000000000067e+02,1.000322500000000048e+02,9.166576999999999487e+01,4.163258000000000152e+02,5.090544049999999697e+04,1.953845900000000029e+03
0.000000000000000000e+00,1.974886000000000053e+01,1.864535999999999971e+00,2.587518999999999902e+00,7.407407000000000075e+00,1.586979000000000006e+01,5.219346000000000174e+01,5.248693000000000275e+00,1.851182000000000016e+01,8.037975000000000136e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.175539940000000030e+02,3.866182000000000016e+02,8.282992000000000417e+02,9.716285999999999490e+01,4.218886299999999778e+02,1.487975500000000011e+03,6.135549699999999575e+03,7.809926400000000285e+03
2.812111000000000161e+01,1.269200999999999979e+01,1.926582000000000150e+01,2.684196999999999989e+01,1.337209000000000003e+01,1.442863999999999969e+01,5.724045000000000272e+01,3.980589000000000155e+00,2.189844000000000079e+01,3.165829000000000093e+01,0.000000000000000000e+00,9.090908999999999907e+00,1.929410729999999887e+02,7.654244499999999789e+02,8.259017999999999802e+02,8.716868999999999801e+01,1.260186400000000049e+02,6.932672000000000025e+02,1.104403379999999925e+04,2.759611600000000180e+03
